latency_ms,rssi_dbm,snr_db,band,channel_util%,num_assoc_devices,client_speed_mbps,ap_vendor,protocol,distance_m
146.3,-58,13,2.4 GHz,12,2,72,Aruba,ac,19.1
160.4,-51,17,2.4 GHz,51,13,150,Ubiquiti,ax,25.3
33.0,-81,47,2.4 GHz,23,26,72,Ubiquiti,ac,13.9
91.2,-41,37,2.4 GHz,10,3,72,Cisco,ac,18.9
104.6,-74,54,5 GHz,91,20,72,Cisco,ac,13.4
46.0,-80,49,2.4 GHz,41,7,433,TP‑Link,ac,30.0
43.3,-60,42,5 GHz,21,18,300,Aruba,n,16.9
39.9,-69,6,5 GHz,84,18,300,Cisco,ac,8.6
175.5,-65,14,2.4 GHz,70,23,600,Ubiquiti,n,20.8
35.9,-46,23,5 GHz,31,20,300,Ubiquiti,n,23.2
39.1,-61,6,5 GHz,81,8,72,Cisco,n,26.1
111.2,-70,51,2.4 GHz,73,11,72,Cisco,n,2.4
135.1,-46,16,2.4 GHz,27,17,150,Ubiquiti,n,22.9
102.6,-70,24,5 GHz,26,9,300,Cisco,ac,16.9
51.5,-38,38,2.4 GHz,17,25,866,Cisco,ac,22.3
43.8,-36,6,2.4 GHz,33,17,150,TP‑Link,n,16.8
109.2,-65,36,2.4 GHz,29,20,600,Cisco,ac,11.2
95.5,-48,10,2.4 GHz,34,20,72,TP‑Link,ac,3.0
80.7,-52,50,2.4 GHz,20,11,72,Aruba,ac,11.0
170.6,-43,39,5 GHz,14,21,300,Aruba,ac,20.4
91.6,-65,21,2.4 GHz,71,19,433,Ubiquiti,ac,2.3
41.7,-68,40,2.4 GHz,35,24,600,TP‑Link,ac,27.8
81.0,-75,20,2.4 GHz,11,10,600,Aruba,ac,13.2
144.9,-58,10,5 GHz,72,17,866,Ubiquiti,ac,3.8
88.1,-57,5,2.4 GHz,23,27,300,Cisco,ac,26.7
143.3,-66,15,2.4 GHz,40,11,150,Cisco,ac,7.1
161.5,-73,40,5 GHz,84,25,300,Aruba,ac,3.6
91.8,-66,33,5 GHz,30,11,150,Aruba,ac,4.2
102.3,-63,18,2.4 GHz,19,4,300,Ubiquiti,ax,16.8
84.6,-83,39,5 GHz,70,1,72,Aruba,ax,10.0
145.3,-54,24,2.4 GHz,8,15,600,Aruba,ac,25.6
82.9,-44,12,2.4 GHz,52,13,866,TP‑Link,ac,17.3
136.4,-73,38,2.4 GHz,82,8,72,Aruba,ax,9.8
117.9,-69,27,2.4 GHz,44,26,72,TP‑Link,ac,18.4
31.2,-85,38,5 GHz,16,25,600,Aruba,ax,28.4
141.2,-58,33,2.4 GHz,79,19,866,Aruba,n,26.1
111.1,-67,10,5 GHz,73,23,72,Ubiquiti,ax,5.8
215.9,-43,7,2.4 GHz,38,18,433,TP‑Link,ac,26.4
47.3,-41,10,2.4 GHz,15,19,300,Cisco,n,12.3
119.2,-48,16,5 GHz,54,7,600,Cisco,n,12.8
75.6,-79,16,5 GHz,78,1,433,Aruba,ac,16.1
32.9,-80,50,2.4 GHz,4,18,150,Aruba,n,23.5
28.5,-64,44,2.4 GHz,49,4,150,TP‑Link,n,13.8
243.5,-56,48,2.4 GHz,34,6,433,TP‑Link,n,20.5
119.4,-89,28,5 GHz,36,16,150,Ubiquiti,n,6.8
89.8,-63,21,2.4 GHz,24,10,72,Aruba,n,10.3
37.7,-86,25,2.4 GHz,65,12,433,TP‑Link,ac,28.5
234.5,-76,48,5 GHz,88,17,433,Ubiquiti,ac,13.8
63.7,-71,22,5 GHz,10,25,600,Cisco,ac,22.3
123.0,-88,36,2.4 GHz,3,2,433,Ubiquiti,ac,4.2
108.4,-76,12,5 GHz,39,9,300,Ubiquiti,n,2.8
304.9,-56,54,2.4 GHz,70,10,600,Aruba,ax,3.5
100.7,-36,37,5 GHz,8,8,300,Ubiquiti,ax,21.6
72.7,-48,53,2.4 GHz,75,3,433,Cisco,ax,3.6
120.6,-74,19,5 GHz,72,8,866,Cisco,n,18.9
128.9,-39,35,5 GHz,33,5,866,Cisco,ax,9.0
440.0,-66,18,5 GHz,33,26,300,Cisco,ac,5.9
99.6,-71,28,2.4 GHz,26,11,300,Aruba,ac,21.4
46.4,-44,21,5 GHz,71,10,866,Aruba,ax,17.2
80.7,-69,12,2.4 GHz,17,21,433,Ubiquiti,n,27.0
120.4,-50,27,2.4 GHz,34,18,600,TP‑Link,ac,22.4
134.5,-82,31,2.4 GHz,28,8,72,Cisco,n,11.0
35.8,-72,12,5 GHz,38,9,600,Aruba,n,5.5
74.8,-36,24,2.4 GHz,91,1,72,Aruba,ac,19.8
293.8,-77,9,5 GHz,3,7,300,Cisco,ac,11.7
56.2,-44,37,5 GHz,5,12,150,TP‑Link,ac,6.6
173.1,-65,20,5 GHz,41,13,866,Cisco,ac,18.0
82.5,-38,9,2.4 GHz,46,7,72,TP‑Link,ax,20.5
103.4,-68,30,5 GHz,99,26,433,TP‑Link,ac,10.0
38.3,-63,46,2.4 GHz,27,23,72,TP‑Link,n,22.2
87.6,-69,54,5 GHz,56,13,72,Cisco,n,3.9
119.4,-79,53,2.4 GHz,69,24,150,TP‑Link,n,22.4
100.4,-44,13,5 GHz,70,10,72,Aruba,ac,5.0
91.1,-59,15,5 GHz,34,20,150,Ubiquiti,n,21.3
145.7,-63,49,2.4 GHz,85,23,72,Aruba,n,14.2
43.7,-70,36,2.4 GHz,35,18,600,Aruba,ac,6.3
123.0,-48,32,2.4 GHz,43,10,150,Aruba,n,2.6
27.6,-71,45,5 GHz,6,22,300,Cisco,ac,25.7
203.9,-77,8,5 GHz,99,4,72,Aruba,ax,26.6
93.1,-86,32,2.4 GHz,91,11,866,TP‑Link,ax,12.4
166.0,-42,33,5 GHz,25,25,300,Ubiquiti,ax,20.5
21.9,-86,51,2.4 GHz,52,19,300,TP‑Link,ac,26.4
151.5,-44,28,5 GHz,83,11,150,Aruba,ax,4.5
62.3,-70,30,5 GHz,7,13,72,Cisco,ac,16.2
103.8,-90,45,2.4 GHz,67,12,150,Ubiquiti,n,13.9
153.0,-40,18,5 GHz,75,13,866,Ubiquiti,ax,8.0
97.8,-50,8,2.4 GHz,64,7,300,Aruba,ac,9.0
141.8,-51,28,2.4 GHz,78,23,866,TP‑Link,ac,27.7
83.3,-60,35,5 GHz,23,3,150,Ubiquiti,n,21.5
214.0,-49,29,2.4 GHz,46,23,300,Aruba,ac,19.5
92.9,-83,40,2.4 GHz,63,16,433,TP‑Link,ac,20.1
94.1,-78,17,2.4 GHz,97,12,72,Ubiquiti,ac,13.6
95.2,-61,5,5 GHz,6,24,300,TP‑Link,ac,24.1
102.0,-50,44,5 GHz,23,28,866,TP‑Link,ac,22.9
45.0,-58,47,5 GHz,33,13,300,Ubiquiti,n,14.2
55.1,-68,35,5 GHz,84,16,866,Ubiquiti,ac,6.1
181.4,-54,20,5 GHz,76,13,72,Ubiquiti,ac,4.7
165.9,-87,23,5 GHz,84,15,866,TP‑Link,n,24.3
159.3,-63,28,5 GHz,64,11,866,Cisco,n,21.7
133.9,-69,26,2.4 GHz,52,15,300,TP‑Link,n,14.6
73.7,-63,16,5 GHz,40,1,433,Aruba,ac,5.8
69.1,-83,23,2.4 GHz,54,23,72,Cisco,n,23.7
99.3,-41,19,2.4 GHz,11,3,72,Ubiquiti,ac,12.1
199.1,-44,27,2.4 GHz,12,29,300,Aruba,n,23.7
115.2,-39,23,2.4 GHz,7,12,150,TP‑Link,ax,21.6
53.5,-44,31,5 GHz,14,21,433,TP‑Link,ac,28.0
39.8,-54,45,2.4 GHz,33,1,866,TP‑Link,ac,3.9
169.1,-75,21,5 GHz,42,10,72,Ubiquiti,n,20.0
238.5,-84,7,2.4 GHz,98,28,866,Ubiquiti,n,24.2
34.9,-57,45,5 GHz,91,15,150,Ubiquiti,n,10.2
172.6,-38,14,2.4 GHz,77,14,433,Ubiquiti,ac,22.6
131.9,-70,51,5 GHz,22,9,866,Cisco,n,10.3
61.1,-36,31,2.4 GHz,53,20,600,Aruba,ac,19.8
116.2,-82,31,5 GHz,48,19,72,TP‑Link,ax,21.1
48.5,-75,25,5 GHz,62,16,433,Ubiquiti,n,27.1
88.5,-55,40,5 GHz,7,29,72,Aruba,ax,28.6
102.8,-63,37,5 GHz,7,17,150,Ubiquiti,ac,29.9
212.7,-49,51,2.4 GHz,30,26,433,TP‑Link,n,21.4
85.9,-72,5,2.4 GHz,8,14,433,TP‑Link,n,18.2
65.2,-48,14,2.4 GHz,37,14,866,Aruba,n,21.1
125.8,-74,18,2.4 GHz,39,18,150,TP‑Link,ac,22.9
144.2,-82,14,2.4 GHz,96,10,866,TP‑Link,n,24.8
63.8,-59,52,5 GHz,67,23,300,Aruba,ac,10.1
52.3,-62,8,5 GHz,20,14,150,TP‑Link,ac,21.8
54.9,-59,11,5 GHz,59,8,433,TP‑Link,ac,7.4
213.2,-89,27,5 GHz,10,10,433,Ubiquiti,n,4.9
140.3,-68,18,2.4 GHz,97,10,866,Cisco,ac,24.2
82.4,-86,21,2.4 GHz,6,29,866,TP‑Link,n,18.2
191.5,-46,35,5 GHz,23,10,433,Cisco,ac,15.3
63.5,-86,33,2.4 GHz,52,6,433,Cisco,ac,13.2
96.9,-39,48,2.4 GHz,68,20,150,Ubiquiti,ac,9.2
48.0,-87,27,5 GHz,52,24,150,TP‑Link,ac,18.4
186.4,-57,51,2.4 GHz,93,13,433,Cisco,ax,4.4
60.4,-72,14,2.4 GHz,20,13,600,TP‑Link,n,21.5
61.2,-84,14,2.4 GHz,99,18,300,Ubiquiti,ac,15.7
127.5,-71,24,5 GHz,25,19,433,Aruba,ac,19.7
26.6,-88,10,2.4 GHz,73,4,433,TP‑Link,ax,2.9
42.2,-52,6,5 GHz,32,27,300,Aruba,ac,12.5
156.2,-43,23,2.4 GHz,68,11,72,Aruba,ac,13.2
54.4,-72,31,5 GHz,1,18,300,Ubiquiti,ax,18.2
367.0,-66,18,5 GHz,72,2,150,Cisco,ac,27.3
112.4,-83,18,2.4 GHz,81,18,72,Cisco,ac,22.1
33.7,-64,9,5 GHz,34,4,300,Cisco,ac,24.6
245.9,-38,10,2.4 GHz,77,2,600,Cisco,n,23.2
112.4,-61,49,2.4 GHz,53,28,600,Ubiquiti,ac,7.5
90.0,-42,8,2.4 GHz,32,4,300,TP‑Link,ac,16.4
112.1,-48,40,2.4 GHz,58,22,433,Cisco,ac,22.6
33.6,-84,40,5 GHz,57,16,150,Aruba,ax,17.0
98.9,-88,15,5 GHz,34,8,150,Ubiquiti,ac,28.6
56.8,-71,17,5 GHz,33,11,300,TP‑Link,ac,16.5
95.1,-39,23,2.4 GHz,45,5,300,TP‑Link,n,17.3
74.9,-81,37,5 GHz,3,18,433,Aruba,ax,5.4
108.5,-88,6,5 GHz,57,25,600,Ubiquiti,ax,4.2
82.3,-38,45,2.4 GHz,59,12,433,Aruba,ac,3.6
71.9,-80,22,5 GHz,54,28,72,Ubiquiti,n,6.2
53.1,-71,29,5 GHz,72,6,600,Aruba,ac,20.8
34.3,-48,50,5 GHz,49,28,300,TP‑Link,n,7.0
30.9,-85,11,5 GHz,34,24,866,TP‑Link,n,5.0
43.0,-81,52,2.4 GHz,80,2,150,TP‑Link,n,19.2
148.8,-51,35,5 GHz,24,25,433,Cisco,n,26.0
51.3,-90,26,5 GHz,1,2,150,Ubiquiti,ax,2.9
64.8,-51,8,5 GHz,27,29,433,Aruba,ac,16.2
65.2,-61,8,2.4 GHz,71,20,866,Aruba,ac,7.4
75.6,-77,45,2.4 GHz,35,6,433,TP‑Link,ac,27.6
133.2,-57,25,2.4 GHz,17,27,866,Ubiquiti,ac,13.7
81.8,-73,43,2.4 GHz,47,10,300,TP‑Link,ax,20.1
166.4,-38,46,5 GHz,19,4,72,Ubiquiti,ac,14.2
43.3,-68,25,5 GHz,75,9,300,Aruba,n,24.9
155.6,-49,20,5 GHz,11,26,600,Cisco,ac,15.8
228.0,-76,18,2.4 GHz,20,27,433,TP‑Link,ac,28.5
98.1,-45,36,5 GHz,78,27,433,Aruba,ac,12.1
49.1,-75,40,2.4 GHz,70,18,600,Aruba,n,22.2
134.8,-63,22,2.4 GHz,25,6,150,TP‑Link,ac,4.5
99.2,-46,33,2.4 GHz,96,27,600,Cisco,n,6.5
120.4,-40,31,5 GHz,7,16,866,Aruba,ac,16.8
169.4,-49,12,5 GHz,18,26,150,Aruba,ac,9.3
77.9,-54,31,5 GHz,23,3,150,Cisco,ac,3.7
70.5,-52,42,2.4 GHz,51,8,866,TP‑Link,ac,8.9
412.3,-68,53,2.4 GHz,51,7,866,Ubiquiti,ax,9.6
135.9,-53,21,2.4 GHz,36,13,866,Ubiquiti,n,19.4
188.0,-59,16,5 GHz,24,25,866,Ubiquiti,ac,6.7
163.3,-62,49,5 GHz,60,12,150,Cisco,ac,28.0
189.5,-73,50,2.4 GHz,40,18,433,Cisco,ac,10.0
123.0,-71,46,2.4 GHz,88,15,866,Aruba,ac,29.0
175.4,-84,21,5 GHz,8,28,600,TP‑Link,ax,13.9
65.0,-51,18,2.4 GHz,88,29,433,Ubiquiti,ac,22.5
33.9,-89,36,2.4 GHz,82,26,433,Aruba,ac,21.0
55.4,-84,17,5 GHz,44,6,150,Aruba,ac,9.9
90.3,-74,43,5 GHz,70,25,300,TP‑Link,ac,14.4
83.1,-83,24,5 GHz,75,23,600,Ubiquiti,ac,8.4
99.5,-49,21,2.4 GHz,88,11,866,TP‑Link,ac,26.8
62.7,-84,45,5 GHz,51,7,72,TP‑Link,ax,26.8
27.9,-65,22,2.4 GHz,9,29,300,Ubiquiti,ac,12.1
76.6,-50,11,5 GHz,77,22,600,Ubiquiti,ac,13.4
40.3,-58,44,2.4 GHz,16,8,300,Ubiquiti,ac,10.5
96.9,-58,20,2.4 GHz,88,6,866,Ubiquiti,n,10.4
126.7,-72,37,2.4 GHz,82,18,433,Aruba,ac,4.4
75.7,-66,37,2.4 GHz,71,16,300,Cisco,n,19.9
47.4,-48,9,2.4 GHz,35,25,600,Ubiquiti,ac,23.5
102.7,-64,6,2.4 GHz,7,20,300,Ubiquiti,ac,11.5
426.6,-52,46,5 GHz,43,24,300,TP‑Link,n,16.0
135.9,-45,7,2.4 GHz,25,13,150,Cisco,ac,2.6
142.3,-77,21,2.4 GHz,97,29,866,Ubiquiti,ax,19.6
70.9,-84,43,5 GHz,78,29,300,TP‑Link,n,11.1
57.9,-65,13,5 GHz,19,28,866,TP‑Link,ac,6.1
189.8,-69,31,2.4 GHz,2,21,433,Aruba,n,2.3
24.5,-82,10,2.4 GHz,92,11,72,Cisco,ac,14.0
61.5,-49,32,2.4 GHz,52,5,600,TP‑Link,ac,20.8
260.5,-56,40,2.4 GHz,72,17,150,Aruba,ac,8.7
93.2,-54,17,2.4 GHz,61,11,866,Cisco,ac,6.7
36.1,-51,19,5 GHz,31,5,866,Cisco,ac,19.2
129.0,-67,31,2.4 GHz,82,10,433,Cisco,n,18.6
76.0,-62,44,2.4 GHz,22,24,300,Aruba,ac,10.5
32.1,-78,32,5 GHz,80,9,300,Cisco,n,25.8
114.2,-50,40,2.4 GHz,96,3,600,Cisco,ac,18.7
103.8,-38,25,5 GHz,8,7,300,Aruba,ac,24.8
100.1,-42,11,2.4 GHz,78,6,72,Cisco,n,27.9
134.7,-68,53,2.4 GHz,68,6,433,Cisco,n,20.9
45.6,-88,44,2.4 GHz,76,13,600,Aruba,ac,10.2
121.5,-42,7,2.4 GHz,79,26,72,Cisco,n,21.0
108.6,-59,18,2.4 GHz,93,11,300,Cisco,ax,13.8
187.3,-48,25,5 GHz,11,29,300,Ubiquiti,ac,7.1
61.0,-74,9,2.4 GHz,30,26,433,Aruba,ac,6.9
208.1,-43,47,2.4 GHz,49,5,433,Ubiquiti,ac,6.3
161.6,-44,13,5 GHz,88,18,600,Aruba,ax,15.0
90.9,-90,15,2.4 GHz,65,23,433,TP‑Link,n,18.6
100.1,-59,20,2.4 GHz,61,21,600,Cisco,ac,29.3
25.1,-64,51,5 GHz,34,7,72,TP‑Link,ax,20.9
98.3,-54,16,2.4 GHz,13,21,866,Aruba,n,8.5
154.7,-76,26,2.4 GHz,37,16,300,Aruba,ac,25.4
82.3,-85,39,5 GHz,48,7,300,Aruba,ax,29.5
187.0,-75,12,2.4 GHz,11,6,600,TP‑Link,ax,13.6
130.4,-62,9,5 GHz,16,11,300,TP‑Link,ac,26.6
310.5,-76,9,2.4 GHz,77,8,600,TP‑Link,n,22.8
63.7,-65,14,2.4 GHz,25,16,600,Aruba,ac,10.9
145.5,-69,21,2.4 GHz,24,12,433,Cisco,ac,2.2
40.9,-52,52,5 GHz,11,4,433,Ubiquiti,n,21.6
87.1,-68,50,2.4 GHz,44,21,866,TP‑Link,ac,29.0
135.2,-83,33,2.4 GHz,5,2,600,TP‑Link,ax,5.8
151.2,-56,51,2.4 GHz,52,14,600,Ubiquiti,ac,27.6
78.4,-79,6,2.4 GHz,8,2,600,Cisco,ac,7.8
199.7,-74,33,2.4 GHz,9,24,600,Aruba,ac,17.2
227.0,-52,27,5 GHz,97,10,600,Ubiquiti,n,17.5
64.2,-75,10,5 GHz,43,3,600,Cisco,ac,8.2
88.9,-87,32,2.4 GHz,29,8,300,Aruba,ac,2.7
83.2,-71,27,2.4 GHz,16,17,600,Ubiquiti,ac,6.9
70.8,-69,43,2.4 GHz,45,23,433,TP‑Link,ac,12.9
218.2,-53,25,2.4 GHz,24,4,866,Aruba,ac,7.3
216.7,-52,26,2.4 GHz,23,10,300,Aruba,n,20.8
84.9,-90,16,5 GHz,36,4,72,Aruba,ac,15.7
145.1,-49,28,2.4 GHz,14,8,600,Aruba,ax,11.9
185.7,-49,8,2.4 GHz,49,9,433,Cisco,ac,8.5
115.2,-81,33,5 GHz,41,18,72,TP‑Link,ac,20.5
80.9,-72,24,2.4 GHz,43,4,600,Cisco,ac,27.0
61.4,-48,18,5 GHz,78,18,72,TP‑Link,ac,20.2
153.8,-59,23,5 GHz,8,23,72,TP‑Link,ax,13.5
42.9,-72,49,2.4 GHz,27,28,600,Ubiquiti,ax,2.8
82.3,-49,40,5 GHz,35,15,72,Ubiquiti,ax,24.1
73.7,-56,47,2.4 GHz,38,15,150,Ubiquiti,ac,16.7
41.4,-62,24,2.4 GHz,4,19,300,TP‑Link,n,3.8
93.3,-90,24,5 GHz,26,29,866,Cisco,ac,22.4
87.7,-55,5,5 GHz,25,2,433,Ubiquiti,ac,8.4
53.8,-81,39,2.4 GHz,91,6,866,Ubiquiti,n,10.4
213.1,-40,6,2.4 GHz,9,7,600,Cisco,ac,20.2
154.5,-80,53,5 GHz,50,6,150,Aruba,ax,7.3
101.1,-89,39,5 GHz,17,16,433,Cisco,ac,11.0
169.4,-70,28,2.4 GHz,97,2,300,Aruba,ac,21.5
194.7,-71,38,2.4 GHz,50,3,150,Aruba,ac,10.8
219.1,-71,54,5 GHz,33,20,433,Ubiquiti,ax,4.6
63.5,-40,13,5 GHz,92,5,866,Cisco,ac,4.8
169.3,-75,42,2.4 GHz,64,10,600,Cisco,n,17.2
87.9,-44,48,2.4 GHz,20,1,150,TP‑Link,ax,30.0
112.7,-82,34,2.4 GHz,71,23,150,TP‑Link,ac,16.6
65.5,-57,38,5 GHz,73,27,866,Ubiquiti,n,29.4
98.1,-83,30,5 GHz,51,20,433,Ubiquiti,ac,27.4
170.9,-78,12,5 GHz,5,13,300,Cisco,ac,26.6
254.1,-82,54,2.4 GHz,74,12,600,TP‑Link,ax,14.5
92.2,-72,19,2.4 GHz,34,2,72,Ubiquiti,ac,17.8
54.9,-65,24,5 GHz,11,8,600,Ubiquiti,ac,19.8
277.8,-43,53,5 GHz,40,14,300,TP‑Link,ac,2.2
62.0,-49,7,5 GHz,49,2,300,Aruba,ax,3.2
34.3,-52,25,5 GHz,11,26,433,Cisco,n,28.9
68.8,-64,32,5 GHz,22,19,150,Aruba,ac,14.3
188.8,-75,16,2.4 GHz,64,6,866,TP‑Link,n,25.4
59.5,-74,38,2.4 GHz,67,26,72,Ubiquiti,n,5.4
46.8,-83,31,2.4 GHz,15,7,433,Aruba,ac,9.2
106.2,-54,18,2.4 GHz,25,20,300,TP‑Link,ac,3.5
254.2,-48,15,5 GHz,80,29,866,TP‑Link,ac,23.3
131.9,-60,19,2.4 GHz,9,11,433,Aruba,ac,9.2
42.5,-59,44,2.4 GHz,59,25,300,TP‑Link,ac,24.1
339.2,-70,31,2.4 GHz,42,27,300,Ubiquiti,ac,23.8
122.3,-38,44,2.4 GHz,74,16,150,TP‑Link,n,4.9
177.1,-42,40,2.4 GHz,4,19,72,TP‑Link,ac,10.0
37.6,-68,45,2.4 GHz,17,6,300,TP‑Link,n,17.0
303.9,-49,47,2.4 GHz,82,25,72,Ubiquiti,ac,24.6
77.5,-71,35,2.4 GHz,32,7,433,TP‑Link,ac,24.3
36.0,-84,23,5 GHz,38,9,866,Cisco,n,17.1
114.2,-75,39,5 GHz,70,25,72,Cisco,ac,21.5
177.0,-45,52,2.4 GHz,47,7,866,Aruba,ac,28.3
144.6,-64,21,5 GHz,45,20,72,Ubiquiti,ac,13.5
143.0,-43,29,2.4 GHz,6,11,300,Cisco,n,5.7
136.6,-73,48,5 GHz,63,11,433,Cisco,ax,5.8
107.9,-65,34,5 GHz,14,27,433,TP‑Link,ac,12.5
37.5,-86,12,5 GHz,41,1,300,TP‑Link,n,5.3
87.1,-48,22,2.4 GHz,35,22,72,Cisco,ac,26.7
79.7,-73,17,2.4 GHz,67,4,600,Ubiquiti,ac,17.1
219.7,-85,28,5 GHz,67,24,300,Cisco,ax,23.5
189.0,-78,54,5 GHz,64,22,150,Cisco,ac,29.8
73.3,-54,46,5 GHz,62,18,300,Ubiquiti,ac,13.3
159.8,-46,53,2.4 GHz,30,19,300,Aruba,n,24.5
95.1,-38,42,5 GHz,35,1,433,TP‑Link,n,22.6
34.4,-78,30,5 GHz,88,11,433,Cisco,ax,9.1
25.2,-58,37,5 GHz,71,22,433,Cisco,ac,5.2
148.1,-65,29,5 GHz,73,18,866,Cisco,n,2.3
50.3,-51,7,2.4 GHz,87,6,866,Aruba,ac,25.2
50.1,-53,10,2.4 GHz,7,22,72,TP‑Link,ac,29.4
63.0,-87,32,5 GHz,1,9,433,Aruba,n,12.8
150.2,-82,37,5 GHz,4,19,150,Ubiquiti,ac,16.9
190.6,-58,17,2.4 GHz,50,19,72,Cisco,n,7.5
188.1,-61,6,2.4 GHz,71,7,72,Aruba,ac,23.8
32.4,-42,8,5 GHz,95,2,433,Cisco,ax,2.6
61.4,-44,20,2.4 GHz,63,28,866,Ubiquiti,ac,5.8
55.5,-87,48,5 GHz,73,22,600,TP‑Link,ac,28.3
150.1,-58,25,5 GHz,92,1,72,TP‑Link,n,10.5
62.0,-68,53,2.4 GHz,17,6,150,Ubiquiti,ac,17.1
90.8,-64,49,5 GHz,67,17,600,Ubiquiti,ac,14.5
158.7,-87,47,2.4 GHz,66,26,433,Aruba,ac,7.0
102.1,-44,53,2.4 GHz,21,7,433,Ubiquiti,ac,21.8
122.0,-81,17,5 GHz,47,16,150,Aruba,ac,27.3
88.7,-38,53,2.4 GHz,5,21,600,TP‑Link,ac,17.9
178.4,-39,51,2.4 GHz,48,26,866,Aruba,ac,9.4
189.7,-45,44,5 GHz,53,17,150,Aruba,n,25.8
136.6,-84,14,2.4 GHz,38,13,866,TP‑Link,ac,10.3
190.1,-68,19,2.4 GHz,50,6,300,TP‑Link,n,24.9
409.6,-89,37,2.4 GHz,63,16,72,Ubiquiti,n,26.0
157.0,-57,7,2.4 GHz,93,15,866,TP‑Link,n,25.8
97.1,-43,46,2.4 GHz,40,26,150,Aruba,ac,22.2
123.8,-62,26,5 GHz,71,16,72,Ubiquiti,ac,28.9
202.3,-89,6,2.4 GHz,44,23,300,Ubiquiti,ax,27.1
76.9,-74,19,2.4 GHz,90,13,433,TP‑Link,ac,28.1
73.1,-81,24,5 GHz,56,15,433,Aruba,n,14.0
122.5,-67,37,2.4 GHz,75,2,866,Ubiquiti,ac,8.8
96.0,-70,35,2.4 GHz,29,15,300,TP‑Link,n,29.9
55.1,-45,23,5 GHz,66,6,72,Aruba,ac,5.9
110.9,-78,35,5 GHz,26,10,300,Aruba,ac,18.3
228.5,-74,49,2.4 GHz,56,29,866,Ubiquiti,n,21.4
133.8,-77,22,2.4 GHz,20,20,72,TP‑Link,n,12.0
48.7,-42,23,5 GHz,58,6,150,TP‑Link,n,9.8
147.3,-74,10,5 GHz,18,17,600,Ubiquiti,n,6.1
84.1,-36,23,2.4 GHz,51,14,150,Cisco,ac,3.1
327.4,-54,19,2.4 GHz,48,22,300,Aruba,ac,29.4
140.1,-74,42,2.4 GHz,84,9,72,TP‑Link,ac,14.3
68.4,-58,10,5 GHz,11,19,72,Aruba,ac,10.1
154.3,-84,34,5 GHz,24,22,600,Ubiquiti,n,7.2
115.9,-41,43,2.4 GHz,71,21,600,Aruba,n,8.5
215.0,-38,17,2.4 GHz,91,17,72,TP‑Link,ax,16.7
72.8,-74,8,5 GHz,80,1,433,Aruba,ac,8.8
139.9,-81,38,2.4 GHz,56,21,300,TP‑Link,n,9.6
37.5,-67,34,5 GHz,27,28,300,Cisco,ac,29.6
107.9,-48,33,5 GHz,44,19,600,Ubiquiti,n,18.6
48.0,-56,48,5 GHz,85,18,433,Aruba,ac,4.9
113.6,-88,10,2.4 GHz,21,15,72,Ubiquiti,n,23.1
129.6,-90,14,5 GHz,98,3,866,Ubiquiti,n,4.2
136.6,-78,28,2.4 GHz,28,28,150,Cisco,ac,10.9
72.7,-49,33,5 GHz,48,11,433,Cisco,ac,11.5
110.0,-76,50,2.4 GHz,58,21,72,Aruba,ac,21.4
198.6,-41,35,2.4 GHz,30,16,433,Aruba,ax,4.1
271.6,-74,15,2.4 GHz,16,20,72,Ubiquiti,n,18.2
112.3,-41,47,5 GHz,31,3,150,Cisco,ac,16.8
202.0,-40,25,2.4 GHz,1,21,300,Cisco,ac,11.4
58.1,-50,48,2.4 GHz,64,17,72,Cisco,ac,15.5
79.9,-81,18,5 GHz,26,14,300,Ubiquiti,ac,15.0
120.1,-87,44,2.4 GHz,44,22,433,TP‑Link,ac,29.3
96.4,-81,31,2.4 GHz,31,19,866,TP‑Link,ac,20.8
90.2,-56,32,2.4 GHz,20,22,300,Ubiquiti,ax,10.3
189.1,-52,53,5 GHz,94,18,600,Aruba,ac,24.3
52.6,-36,12,5 GHz,34,23,150,Aruba,ac,14.6
55.8,-38,20,5 GHz,58,26,866,TP‑Link,ac,4.7
43.7,-74,14,5 GHz,34,24,866,Ubiquiti,ac,5.9
122.4,-69,46,5 GHz,41,29,600,Ubiquiti,ac,17.9
84.0,-48,47,2.4 GHz,25,16,150,Cisco,ac,6.6
177.8,-48,46,2.4 GHz,98,15,866,Aruba,ac,25.3
116.0,-73,16,5 GHz,60,3,300,Ubiquiti,ac,6.5
71.7,-89,17,5 GHz,37,18,150,Cisco,ac,12.4
65.1,-85,25,2.4 GHz,55,20,300,Aruba,n,17.6
92.8,-45,43,5 GHz,95,9,150,Ubiquiti,ac,29.9
48.4,-71,42,2.4 GHz,62,2,300,Ubiquiti,ax,3.3
191.9,-51,54,2.4 GHz,94,25,300,TP‑Link,n,19.7
81.5,-46,44,2.4 GHz,66,4,866,Ubiquiti,n,15.9
39.6,-41,52,5 GHz,69,21,300,Cisco,ax,14.7
215.8,-63,18,2.4 GHz,37,29,600,Aruba,ac,8.7
93.6,-55,35,2.4 GHz,52,27,600,Cisco,ac,2.2
146.7,-80,31,2.4 GHz,60,7,866,Ubiquiti,ac,24.6
72.3,-39,12,5 GHz,82,18,433,TP‑Link,ac,23.1
220.5,-42,52,2.4 GHz,74,28,433,Ubiquiti,n,5.1
59.9,-69,10,2.4 GHz,33,21,866,TP‑Link,ac,17.3
